time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
45.144611,-0.0163,0.0733,-0.0199,0.078
45.145967,-0.0223,0.0518,-0.0241,0.061
45.150524,-0.0403,0.0590,-0.0238,0.075
45.158481,-0.0631,0.0398,-0.0408,0.085
45.166433,-0.0789,0.0326,-0.0436,0.096
45.174897,-0.0973,0.0325,-0.0301,0.107
45.183101,-0.1135,0.0229,-0.0479,0.125
45.190909,-0.0984,0.0395,-0.0252,0.109
45.199315,-0.0928,0.0275,-0.0025,0.097
45.206833,-0.0893,0.0370,-0.0228,0.099
45.215794,-0.0878,0.0010,-0.0164,0.089
45.224083,-0.0900,0.0202,-0.0164,0.094
45.235778,-0.0729,0.0058,-0.0019,0.073
45.251177,-0.0464,-0.0037,0.0298,0.055
45.251905,-0.0464,0.0035,0.0043,0.047
45.255666,-0.0371,-0.0036,0.0219,0.043
45.262920,-0.0113,0.0323,0.0516,0.062
45.271094,0.0046,0.0539,0.0477,0.072
45.279518,-0.0110,0.0755,0.0321,0.083
45.287208,-0.0028,0.1115,0.0263,0.115
45.295534,0.0003,0.0972,0.0228,0.100
45.303117,-0.0041,0.0829,-0.0260,0.087
45.311546,-0.0112,0.0734,-0.0151,0.076
45.319957,-0.0350,0.0639,-0.0168,0.075
45.327430,-0.0396,0.0351,0.0193,0.056
45.346140,-0.0706,0.0327,0.0573,0.097
45.346911,-0.0559,0.0135,0.0492,0.076
45.351081,-0.0480,0.0422,0.0602,0.088
45.359759,-0.0399,0.0325,0.0637,0.082
45.366974,-0.0293,0.0516,0.0168,0.062
45.374805,-0.0211,0.0563,0.0224,0.064
45.383198,0.0274,0.0346,0.0353,0.057
45.391365,0.0492,-0.0038,0.0384,0.063
45.399468,0.0924,-0.0039,0.0030,0.093
45.407526,0.1307,-0.0183,0.0013,0.132
45.415702,0.1092,-0.0376,-0.0219,0.118
45.424483,0.1019,-0.0473,-0.0592,0.127
45.435463,0.0992,-0.0330,-0.0511,0.116
45.440284,0.0843,0.0196,-0.0497,0.100
45.450857,0.0791,0.0435,-0.0193,0.092
45.455149,0.0572,0.0579,0.0115,0.082
45.462850,0.0599,0.0483,0.0047,0.077
45.473641,0.0674,0.0436,-0.0232,0.084
45.479273,0.0562,0.0101,-0.0410,0.070
45.487373,0.0715,-0.0089,-0.0634,0.096
45.495268,0.0727,0.0031,-0.0788,0.107
45.503422,0.0766,0.0199,-0.0516,0.094
45.511242,0.0828,0.0008,-0.0320,0.089
45.519509,0.0580,0.0127,-0.0107,0.060
45.527172,0.0453,0.0223,-0.0063,0.051
45.545781,0.0326,0.0127,-0.0283,0.045
45.546548,0.0511,0.0246,-0.0384,0.068
45.551102,0.0626,0.0270,-0.0699,0.098
45.559380,0.0553,0.0390,-0.0632,0.093
45.567420,0.0269,0.0341,-0.0542,0.069
45.575322,0.0060,0.0341,-0.0307,0.046
45.583150,0.0092,0.0341,-0.0026,0.035
45.590963,0.0170,0.0269,0.0330,0.046
45.599202,0.0464,-0.0234,0.0235,0.057
45.607495,0.0682,0.0006,-0.0072,0.069
45.615662,0.0710,0.0365,-0.0373,0.088
45.623846,0.0596,0.0749,-0.0531,0.109
45.636211,0.0434,0.1061,-0.0019,0.115
45.639347,0.0365,0.0894,0.0133,0.097
45.652457,0.0266,0.0774,0.0547,0.098
45.656513,0.0257,0.0823,0.0985,0.131
45.662797,0.0123,0.0775,0.1015,0.128
45.670715,-0.0135,0.0776,0.0786,0.111
45.678894,-0.0228,0.0632,0.0675,0.095
45.686656,-0.0253,0.0705,0.0439,0.087
45.694565,-0.0662,0.0657,0.0345,0.099
45.703026,-0.0999,0.0609,0.0581,0.131
45.710844,-0.1267,0.0369,0.0930,0.161
45.719130,-0.1319,0.0057,0.1559,0.204
45.727329,-0.1534,0.0271,0.1825,0.240
45.743824,-0.1699,0.0437,0.1780,0.250
45.744603,-0.1713,0.0484,0.1617,0.240
45.750871,-0.1817,0.0507,0.1454,0.238
45.759161,-0.1794,0.0482,0.1318,0.228
45.766881,-0.2290,0.0386,0.1303,0.266
45.775568,-0.7491,-0.0046,0.0372,0.750
45.783513,-0.2996,-0.0813,-0.0693,0.318
45.790973,-0.0107,-0.1221,0.1683,0.208
45.798956,0.1156,-0.0696,0.2022,0.243
45.806909,0.0998,0.0382,-0.0013,0.107
45.815648,-0.0242,0.1149,-0.2652,0.290
45.823486,-0.1344,0.1102,-0.4136,0.449
45.831935,-0.1293,0.0241,-0.4139,0.434
45.843508,-0.1107,-0.0740,-0.2224,0.259
45.858611,0.1572,-0.0335,0.5069,0.532
45.859361,0.1121,0.3660,1.2903,1.346
45.863658,0.2004,0.6098,1.0797,1.256
45.870877,0.0374,0.1313,0.5849,0.601
45.879178,0.0039,-0.1220,-0.1765,0.215
45.887274,-0.2380,-0.1957,-0.6858,0.752
45.895446,-0.3739,-0.1595,-0.7483,0.852
45.903665,-0.2122,-0.0853,-0.7417,0.776
45.911269,-0.0758,0.0867,-0.4962,0.509
45.919024,0.2618,0.1364,-0.1123,0.316
45.927438,0.3856,0.1262,0.2385,0.471
45.935910,0.5162,0.0082,0.3607,0.630
45.945576,0.4464,-0.1646,0.2136,0.522
45.951020,0.2768,-0.2581,-0.0117,0.379
45.959345,0.1438,-0.2988,-0.2526,0.417
45.967208,0.2273,-0.2148,-0.4119,0.517
45.975123,0.3606,-0.0374,-0.4406,0.571
45.982982,0.3632,0.1448,-0.3067,0.497
45.991032,0.2739,0.2264,-0.0808,0.364
45.999373,0.1865,0.2672,0.0723,0.334
46.007091,0.4571,-0.2235,0.8494,0.990
46.015743,1.8869,-1.7078,1.1719,2.802
46.024104,1.1921,-0.1703,0.4690,1.292
46.032057,0.6753,0.1154,0.4596,0.825
46.043965,0.1919,0.3870,0.3989,0.588
46.047156,-0.1822,0.6902,-0.0457,0.715
46.059157,-0.7539,1.0368,-0.6999,1.461
46.063081,-1.0512,1.0051,-0.8411,1.680
46.071002,-0.9653,0.5681,-0.4297,1.200
46.079058,-0.5132,0.1042,0.1983,0.560
46.086832,-1.2846,0.2096,-0.1364,1.309
46.094955,-1.5003,0.3124,-1.1650,1.925
46.102574,-1.5258,0.3119,-1.4180,2.106
46.110719,-1.0950,0.1694,-1.2598,1.678
46.118908,-0.2975,-0.1195,-0.6677,0.741
46.126645,0.4031,-0.3776,0.1371,0.569
46.137948,0.7238,-0.5876,0.8499,1.262
46.142494,0.7682,-0.5962,1.1717,1.523
46.150504,0.6551,-0.4631,1.1623,1.412
46.158938,0.4418,-0.1811,0.7132,0.858
46.167180,0.1967,0.0079,0.1738,0.263
46.175533,0.0273,0.1159,-0.2255,0.255
46.183725,-0.0408,0.1524,-0.4650,0.491
46.191222,0.0131,0.0930,-0.5460,0.554
46.199076,0.0758,0.1342,-0.5137,0.536
46.207111,-0.1839,0.1728,-0.2618,0.364
46.215402,-0.1716,0.1370,0.0151,0.220
46.223341,0.0120,0.1799,0.2527,0.310
46.231891,0.1008,0.1870,0.4194,0.470
46.243693,0.0221,0.1580,0.3750,0.408
46.260916,-0.0732,0.0477,0.2273,0.244
46.261370,-0.1753,-0.0339,0.0452,0.184
46.265217,-0.3133,-0.0559,-0.0488,0.322
46.272446,-0.4182,-0.0349,-0.0119,0.420
46.278733,-0.3590,-0.0333,0.0224,0.361
46.286864,-0.2288,0.0209,0.0656,0.239
46.295327,-0.1618,0.1325,0.2303,0.311
46.303382,-0.1803,0.1938,0.2842,0.388
46.312052,-0.1193,-0.0632,0.1311,0.188
46.320530,0.0521,-0.2267,-0.1505,0.277
46.327124,0.2013,-0.2751,-0.4345,0.552
46.335722,0.3083,-0.3210,-0.5175,0.683
46.346805,0.4228,-0.3070,-0.3316,0.619
46.351273,0.4261,-0.1804,0.0568,0.466
46.358724,0.4761,-0.1232,0.4494,0.666
46.366692,0.4866,0.0539,0.7094,0.862
46.374921,0.2063,0.3796,0.8402,0.945
46.382849,-0.5372,0.5139,0.8282,1.113
46.390959,-0.5733,0.2487,0.5171,0.811
46.399029,0.1505,0.4458,-0.3295,0.574
46.407058,0.0528,0.4467,-0.6808,0.816
46.416137,-0.3869,0.0883,-0.7936,0.887
46.424299,-0.7417,-0.0716,-1.0920,1.322
46.432894,-0.6604,-0.2486,-0.9027,1.146
46.443690,-0.2805,-0.2319,-0.3953,0.537
46.459500,-0.0717,-0.0336,0.2415,0.254
46.460557,0.9499,0.1670,1.0967,1.460
46.465690,0.3956,0.2503,0.7564,0.890
46.470873,0.2315,-0.0445,0.4768,0.532
46.478965,0.3756,-0.0758,0.1861,0.426
46.486966,1.2266,0.3287,0.1399,1.278
46.494861,0.8107,0.2044,-0.5413,0.996
46.502679,0.3643,-0.0660,-0.8363,0.915
46.511361,-0.1539,-0.2955,-1.1700,1.217
46.519012,-0.0962,-0.2355,-1.0589,1.089
46.526912,-0.0999,-0.1086,-0.7400,0.755
46.539733,0.3567,0.0039,-0.3604,0.507
46.548694,0.2562,0.0779,-0.1441,0.304
46.553583,-0.1227,0.1687,0.2600,0.333
46.559507,0.2437,0.1924,0.5157,0.602
46.567426,-0.1755,0.1827,0.5383,0.595
46.575071,-0.1901,0.0487,0.6194,0.650
46.582961,-0.4418,0.0130,0.5566,0.711
46.591211,-0.7952,0.0995,0.3147,0.861
46.599081,-0.9075,0.0997,0.0321,0.914
46.607645,-0.7102,0.1453,-0.2252,0.759
46.615254,-0.5951,0.2628,-0.3502,0.739
46.624866,-0.2811,0.1957,-0.3259,0.473
46.632024,0.1510,0.0206,-0.1723,0.230
46.643396,0.5597,-0.2696,-0.0065,0.621
46.647817,0.3073,-0.2031,0.1967,0.418
46.661959,0.2149,-0.2540,0.3142,0.458
46.666333,0.1003,-0.1683,0.3658,0.415
46.672690,0.0927,-0.0968,0.2842,0.314
46.681434,0.1908,0.1018,0.2287,0.315
46.687123,0.2684,0.1472,0.0798,0.316
46.695262,0.4723,0.1473,-0.0544,0.498
46.703048,0.2554,0.1330,-0.1729,0.336
46.711103,-0.1709,0.0828,-0.3670,0.413
46.719085,-0.2682,0.1476,-0.4700,0.561
46.727020,-0.2039,0.2459,-0.3228,0.454
46.734980,0.1537,0.1598,-0.0889,0.239
46.753456,0.3545,-0.0197,0.1756,0.396
46.754101,0.2860,-0.1297,0.4132,0.519
46.759021,0.2045,-0.1560,0.5386,0.597
46.767028,0.1454,-0.0865,0.4302,0.462
46.775545,0.1916,-0.0145,0.2330,0.302
46.782890,-0.0016,0.1390,0.0677,0.155
46.790956,-0.1470,0.2925,-0.1881,0.378
46.799020,-0.2481,0.4005,-0.3339,0.577
46.807193,-0.3841,0.4678,-0.2896,0.671
46.815164,-0.2049,0.2764,-0.3439,0.486
46.823324,-0.3475,0.1472,-0.2248,0.439
46.831536,-0.4639,-0.0253,0.0076,0.465
46.844249,-0.2895,-0.2865,0.2063,0.457
46.847890,-0.1152,-0.2580,0.3886,0.480
46.859182,-0.1894,0.0505,0.5058,0.542
46.863328,-0.1530,0.2919,0.4780,0.581
46.871240,-0.1092,0.4378,0.1785,0.485
46.882356,-0.1604,0.4999,-0.1556,0.548
46.887312,-0.0811,0.3849,-0.3353,0.517
46.895997,0.0271,0.1693,-0.4134,0.447
46.902968,0.0855,-0.0105,-0.3219,0.333
46.911451,0.0360,-0.1783,-0.0200,0.183
46.919709,0.0805,-0.2289,0.1892,0.308
46.927453,0.0396,-0.0902,0.1763,0.202
46.935250,-0.0334,0.1969,-0.0606,0.209
46.952192,0.3632,0.3236,-0.2495,0.547
46.952904,0.3860,0.2347,-0.3496,0.571
46.959854,0.0361,-0.0050,-0.4855,0.487
46.967285,-0.2220,-0.2855,-0.6235,0.721
46.975304,-0.1495,-0.4393,-0.5051,0.686
46.982978,0.1938,-0.5309,0.1225,0.578
46.991236,0.0767,-0.4405,0.8256,0.939
46.999361,0.0890,-0.3237,1.2238,1.269
47.007192,0.3366,-0.1061,1.3237,1.370
47.015497,0.6417,0.0374,0.8792,1.089
47.023507,0.8762,0.0710,0.2286,0.908
47.033009,0.6851,0.0975,-0.4026,0.801
47.046327,0.0387,0.2009,-0.8163,0.842
47.046766,-0.0757,0.2421,-0.9812,1.013
47.072749,-0.0783,0.2138,-0.9891,1.015
47.074464,0.0158,0.0561,-0.7571,0.759
47.074711,0.1987,-0.0730,-0.3123,0.377
47.080470,0.3157,-0.1855,0.1549,0.398
47.086590,0.3693,-0.2741,0.5015,0.680
47.094913,0.3556,-0.2885,0.7148,0.849
47.102593,0.3680,-0.2884,0.7041,0.845
47.110509,0.4001,-0.1734,0.6119,0.751
47.118577,0.4494,-0.0248,0.5219,0.689
47.126780,0.5421,0.1167,0.3699,0.667
47.134756,0.5207,0.2368,0.2097,0.609
47.155720,0.3762,0.2852,0.0814,0.479
47.156179,0.2088,0.3098,-0.0041,0.374
47.159359,0.0382,0.2579,-0.1227,0.288
47.167030,-0.0916,0.1916,-0.1842,0.281
47.175190,-0.2086,0.0967,-0.1980,0.303
47.182913,-0.2848,0.0400,-0.2191,0.362
47.191229,-0.3442,0.0431,-0.2157,0.408
47.199057,-0.4290,0.0509,-0.2491,0.499
47.206988,-0.3989,0.0465,-0.2734,0.486
47.215254,-0.2432,-0.0155,-0.2878,0.377
47.222795,-0.0410,-0.0920,-0.2618,0.280
47.230403,0.0507,-0.1303,-0.2391,0.277
47.239705,0.0588,-0.1233,-0.2325,0.270
47.247754,0.0024,-0.0301,-0.1963,0.199
47.258731,-0.1165,0.1373,-0.1848,0.258
47.262978,-0.1955,0.2711,-0.1834,0.381
47.270784,-0.2157,0.2517,-0.1801,0.377
47.280307,-0.1748,0.1604,-0.1510,0.281
47.288865,-0.1560,-0.0218,-0.0744,0.174
47.297734,-0.0605,-0.2758,-0.0220,0.283
47.303687,-0.0334,-0.3431,0.0350,0.346
47.311750,-0.1057,-0.2475,0.0926,0.285
47.319985,-0.0702,-0.1111,0.1492,0.199
47.326870,0.0309,0.0278,0.1611,0.166
47.334819,0.0618,0.2051,0.0970,0.235
47.351665,0.0442,0.2819,0.0536,0.290
47.352449,0.0141,0.2296,-0.0092,0.230
47.359258,-0.0117,0.1175,-0.0513,0.129
47.366961,-0.0165,0.0102,-0.0045,0.020
47.374990,-0.0069,-0.0229,0.0559,0.061
47.383360,-0.0324,0.0182,0.0862,0.094
47.391276,-0.0886,0.0760,0.0028,0.117
47.399263,-0.1305,0.0811,-0.0676,0.168
47.406933,-0.0939,0.0310,-0.1204,0.156
47.415334,-0.0051,-0.0431,-0.0409,0.060
47.423111,0.0308,-0.0527,0.0763,0.098
47.431548,0.0288,-0.0169,0.0794,0.086
47.439724,0.0605,0.0332,0.0568,0.089
47.451203,0.0777,0.0737,0.0620,0.124
47.467711,0.0756,0.0902,0.1020,0.156
47.468520,0.0970,0.0707,0.0867,0.148
47.473439,0.1346,0.0609,0.0378,0.152
47.484869,0.0901,0.1013,0.0200,0.137
47.489878,0.0166,0.1393,-0.0502,0.149
47.495170,-0.0055,0.1630,-0.1704,0.236
47.503022,0.0212,0.1172,-0.2449,0.272
47.510886,0.0513,0.0571,-0.2260,0.239
47.519702,0.0352,0.0328,-0.1337,0.142
47.527213,-0.0764,0.0541,-0.0183,0.095
47.535541,-0.1990,0.0537,0.0322,0.209
47.551028,-0.2848,0.0175,0.0426,0.289
47.551965,-0.2906,0.0101,0.0469,0.295
47.559015,-0.2857,-0.0307,-0.0312,0.289
47.566596,-0.2912,-0.0500,0.0473,0.299
47.574610,-0.3184,-0.0118,0.0096,0.319
47.582632,-0.3335,0.0122,-0.1057,0.350
47.591465,-0.3560,0.0314,-0.1841,0.402
47.599284,-0.2695,-0.0261,-0.1712,0.320
47.607337,-0.1465,-0.0691,-0.0225,0.164
47.615276,-0.0878,-0.1026,0.1710,0.218
47.623187,-0.0241,-0.0763,0.2045,0.220
47.631171,-0.0152,0.0244,0.0681,0.074
47.640045,0.0287,0.0868,-0.0355,0.098
47.651019,0.1563,0.1182,-0.0684,0.208
47.666314,0.1196,0.1807,-0.0108,0.217
47.666784,0.0311,0.2431,0.1781,0.303
47.670616,0.1199,0.2121,0.2104,0.322
47.679813,0.1833,0.1284,0.0703,0.235
47.688372,0.1655,0.0854,-0.0614,0.196
47.694577,0.0243,0.0831,-0.0076,0.087
47.702475,-0.0105,0.0567,0.0514,0.077
47.711301,0.0265,0.0111,0.0117,0.031
47.719084,0.0734,-0.0440,-0.0858,0.121
47.727000,0.0513,-0.0513,-0.1222,0.142
47.734804,0.0795,-0.0587,-0.0955,0.137
47.749830,0.1215,-0.0446,0.0156,0.130
47.753889,0.1201,-0.0736,0.1115,0.180
47.759009,0.1136,-0.0188,0.1739,0.209
47.766780,0.1617,0.0049,0.2400,0.289
47.774688,0.1236,0.0311,0.0802,0.151
47.783062,0.0971,0.0741,-0.1271,0.176
47.791324,0.1014,0.1076,-0.2014,0.250
47.799038,0.0719,0.1004,-0.1504,0.195
47.807342,0.0163,0.1148,-0.0396,0.123
47.815390,-0.0152,0.0598,0.0313,0.069
47.823717,-0.0412,0.0216,0.0720,0.086
47.831156,-0.0357,-0.0238,0.0918,0.101
47.839559,-0.0775,0.0266,0.0643,0.104
47.852289,-0.0425,0.0771,-0.0133,0.089
47.868302,-0.0317,0.1059,-0.0885,0.142
47.868967,0.0222,0.0630,-0.1162,0.134
47.873022,0.0451,0.0319,-0.0899,0.105
47.880890,0.0516,-0.0087,-0.0002,0.052
47.889183,0.0560,0.0248,0.0815,0.102
47.895227,0.0841,0.0487,0.1383,0.169
47.903568,0.0494,0.0583,0.0611,0.098
47.911616,0.0718,0.0750,-0.0376,0.110
47.919233,0.0861,0.0846,-0.1057,0.160
47.928123,0.0762,0.1204,-0.1170,0.184
47.935355,0.0754,0.0987,-0.0507,0.134
47.943467,0.0817,0.0627,0.0463,0.113
47.960817,0.0786,0.0458,0.1142,0.146
47.961595,0.0947,0.0337,0.1058,0.146
47.966881,0.0849,0.0479,0.0381,0.105
47.975459,0.0968,0.0622,-0.0510,0.126
47.983198,0.1252,0.0190,-0.1092,0.167
47.991209,0.1338,0.0260,-0.0819,0.159
47.998995,0.1179,0.0139,0.0542,0.131
48.007236,0.1084,0.0161,0.1059,0.152
48.015272,0.0122,0.0111,0.1602,0.161
48.022969,-0.0126,0.0349,0.1337,0.139
48.031387,-0.0427,0.0348,0.0940,0.109
48.039483,-0.0846,0.0323,0.0527,0.105
48.047768,-0.1351,0.0777,0.1389,0.209
48.058871,-0.1463,0.0897,0.2063,0.268
48.063805,-0.0919,0.0777,0.2885,0.313
48.074467,-0.0365,0.0705,0.5050,0.511
48.079577,0.0175,0.0321,0.6012,0.602
48.087238,0.1104,-0.0134,0.5766,0.587
48.094768,0.1648,0.0034,0.4199,0.451
48.105614,0.1503,-0.0201,0.2651,0.305
48.111864,0.1504,0.0068,0.0751,0.168
48.118471,0.1576,0.0338,-0.1194,0.201
48.126449,0.1548,0.0275,-0.4024,0.432
48.134439,0.2332,-0.0051,-0.8423,0.874
48.144076,0.1439,-0.0305,-1.0610,1.071
48.158037,-0.0024,0.0373,-1.0288,1.029
48.158996,-0.0913,0.0835,-0.7322,0.743
48.167976,-0.0539,0.0672,-0.3810,0.391
48.174425,-0.0048,-0.0140,-0.0235,0.028
48.183160,-0.0271,-0.0498,0.2467,0.253
48.190562,-0.0416,-0.0258,0.4242,0.427
48.198567,-0.0579,0.0340,0.4377,0.443
48.206477,0.0072,0.0603,0.2403,0.248
48.214497,0.0767,0.0123,-0.0506,0.093
48.222703,0.1765,-0.0045,-0.1848,0.256
48.230716,0.2040,0.0503,-0.2345,0.315
48.238889,0.1665,0.0812,-0.1108,0.216
48.249678,0.1453,0.0426,-0.0547,0.161
48.255756,0.1303,0.0089,-0.0097,0.131
48.263724,0.0555,0.0158,0.0119,0.059
48.271274,-0.0543,0.0277,-0.0279,0.067
48.280494,-0.0916,0.0060,-0.0019,0.092
48.289265,-0.1453,0.0322,-0.0040,0.149
48.297584,-0.1598,0.0681,0.0142,0.174
48.302883,-0.1425,0.0801,-0.0362,0.167
48.310830,-0.1171,0.0394,-0.0854,0.150
48.320242,-0.0667,0.0299,-0.0506,0.089
48.327926,0.0128,-0.0515,0.0705,0.088
48.335166,0.1046,-0.0921,0.1776,0.226
48.343523,0.1319,-0.1016,0.1896,0.252
48.357905,0.1492,-0.0297,0.1405,0.207
48.362933,0.1563,0.0160,0.0297,0.160
48.367726,0.1338,0.1024,-0.0642,0.180
48.375429,0.1009,0.1265,-0.1106,0.196
48.383076,0.0723,0.1051,-0.1363,0.187
48.390697,0.0507,0.0525,-0.0748,0.104
48.398785,0.0176,0.0525,-0.0167,0.058
48.407027,-0.0075,0.0214,0.0374,0.044
48.415033,0.0251,-0.0170,0.0074,0.031
48.423430,0.0315,-0.0410,-0.0346,0.062
48.431295,0.0617,-0.0315,-0.0552,0.089
48.440134,0.0700,-0.0053,-0.0327,0.077
48.448002,0.0872,0.0042,-0.0722,0.113
48.458955,0.0799,0.0210,-0.0826,0.117
48.473174,0.0937,0.0377,-0.0237,0.104
48.473857,0.0737,0.0544,0.0139,0.093
48.479039,0.0753,0.0568,0.0305,0.099
48.487994,0.0290,0.0592,-0.0213,0.069
48.496818,0.0118,0.0761,-0.0726,0.106
48.502868,-0.0006,0.0546,-0.0974,0.112
48.511484,-0.0320,0.0571,-0.0646,0.092
48.519039,-0.0656,0.0571,-0.0081,0.087
48.527389,-0.0751,0.0955,0.0289,0.125
48.535472,-0.0675,0.0740,0.0012,0.100
48.547758,-0.0759,0.0669,-0.0028,0.101
48.558365,-0.0646,0.0669,-0.0381,0.100
48.558907,-0.0048,0.0238,-0.0448,0.051
48.567010,0.0383,-0.0097,-0.0781,0.088
48.575664,0.0385,-0.0049,-0.1017,0.109
48.583334,0.0552,0.0046,-0.0676,0.087
48.591239,0.0713,-0.0121,-0.0643,0.097
48.599423,0.0628,0.0119,-0.0343,0.073
48.607026,0.0466,0.0311,0.0150,0.058
48.615293,0.0420,0.0767,-0.0023,0.087
48.623198,0.0393,0.0625,-0.0144,0.075
48.630830,0.0606,0.0650,-0.0406,0.098
48.640157,0.0318,0.0651,-0.0235,0.076
48.647347,-0.0035,0.0700,-0.0351,0.078
48.659710,-0.0053,0.0821,-0.0326,0.089
48.673299,0.0238,0.0751,-0.0996,0.127
48.674068,0.0456,0.0393,-0.0954,0.113
48.679393,0.0383,0.0034,-0.0110,0.040
48.689312,0.0355,0.0034,0.0967,0.103
48.700478,0.0301,-0.0014,0.1083,0.112
48.705904,-0.0139,0.0153,0.0577,0.061
48.711506,-0.0367,-0.0182,0.0052,0.041
48.719747,-0.0619,-0.0301,0.0076,0.069
48.727202,-0.0943,0.0058,0.0315,0.100
48.736169,-0.1121,0.0177,0.0793,0.138
48.744139,-0.1221,0.0082,0.0771,0.145
48.751405,-0.0715,0.0106,0.0181,0.075
48.767224,-0.0395,0.0227,-0.0090,0.046
48.768040,0.0027,0.0371,-0.0095,0.038
48.775410,0.0429,0.0612,-0.0169,0.077
48.782703,0.0737,0.0637,-0.0168,0.099
48.790571,0.0563,0.0901,0.0310,0.111
48.798835,0.0504,0.0902,0.0809,0.131
48.807042,0.0078,0.0664,0.0781,0.103
48.815030,-0.0352,0.0856,0.1255,0.156
48.822996,-0.0474,0.0426,0.1034,0.122
48.831744,-0.0618,0.0260,0.1264,0.143
48.840312,-0.0732,0.0500,0.0870,0.124
48.847887,-0.0836,0.0308,0.0687,0.113
48.859213,-0.0506,-0.0027,0.0713,0.087
48.874209,-0.0341,-0.0099,0.0971,0.103
48.875057,0.0228,0.0116,0.1103,0.113
48.879529,0.0555,0.0259,0.0924,0.111
48.887035,0.0494,0.0210,0.1103,0.123
48.897706,0.0689,0.0473,0.1258,0.151
48.905920,0.0733,0.0784,0.1080,0.152
48.914253,0.0535,0.0951,0.0857,0.139
48.919431,0.0191,0.1023,0.0949,0.141
48.927467,-0.0128,0.0975,0.1235,0.158
48.935426,-0.0062,0.0568,0.1523,0.163
48.944310,-0.0251,0.0544,0.1885,0.198
48.951182,0.0188,0.0472,0.2343,0.240
48.965574,0.0393,0.0137,0.2301,0.234
48.970201,0.0578,-0.0006,0.2328,0.240
48.975550,0.0715,0.0042,0.1925,0.205
48.982858,0.0807,-0.0341,0.1788,0.199
48.991067,0.1110,-0.0245,0.1200,0.165
48.999390,0.1171,0.0019,0.1541,0.194
49.006740,0.1323,-0.0197,0.1659,0.213
49.014702,0.1445,0.0114,0.2011,0.248
49.022895,0.1634,0.0113,0.2046,0.262
49.031069,0.1511,0.0254,0.1825,0.238
49.040542,0.1342,0.0204,0.1372,0.193
49.049160,0.1581,0.0130,0.1236,0.201
49.055827,0.1579,-0.0039,0.1509,0.218
49.063759,0.1884,0.0103,0.1353,0.232
49.071893,0.1730,-0.0042,0.1158,0.208
49.078829,0.1718,-0.0234,0.0733,0.188
49.088823,0.1702,-0.0163,0.1220,0.210
49.097332,0.1752,-0.0140,0.1990,0.265
49.105327,0.1777,-0.0500,0.2040,0.275
49.114111,0.1991,-0.0357,0.2235,0.301
49.121378,0.2015,-0.0046,0.1480,0.250
49.126858,0.2065,0.0194,0.0926,0.227
49.135733,0.2604,0.0100,0.0817,0.273
49.142481,0.2636,-0.0042,0.1282,0.293
49.151537,0.2664,-0.0064,0.1573,0.309
49.159510,0.3330,0.0057,0.1429,0.362
49.167126,0.3081,0.0130,0.1569,0.346
49.174659,0.3591,-0.0443,0.0776,0.370
49.182754,0.3166,-0.0609,0.0344,0.324
49.190439,0.2624,-0.0368,-0.0158,0.265
49.198583,0.2891,-0.0175,0.0013,0.290
49.207503,0.2035,0.0282,-0.0105,0.206
49.214570,0.1758,0.0762,0.0137,0.192
49.223020,0.2178,0.0860,0.0260,0.236
49.230746,0.2125,0.0694,-0.0162,0.224
49.238578,0.2078,0.0314,0.0210,0.211
49.246629,0.1847,-0.0211,0.0707,0.199
49.256620,0.1715,-0.0375,0.0852,0.195
49.269120,0.1702,-0.0731,0.0866,0.204
49.273188,0.1118,-0.0607,0.0317,0.131
49.279370,0.0733,0.0020,-0.0940,0.119
49.288341,0.0466,0.0193,-0.1093,0.120
49.296576,0.0560,-0.0353,-0.1156,0.133
49.305510,0.0633,0.0082,-0.0802,0.103
49.313505,0.0638,0.0180,-0.0005,0.066
49.319697,0.0979,0.0207,0.0136,0.101
49.326943,0.0861,0.0306,0.0111,0.092
49.335225,0.1141,-0.0122,-0.0221,0.117
49.343121,0.1050,-0.0358,0.0337,0.116
49.351734,0.1334,-0.1048,0.0011,0.170
49.372346,0.1873,-0.1044,-0.0578,0.222
49.373184,0.1766,-0.0801,-0.2294,0.300
49.377990,0.1658,-0.0390,-0.3680,0.405
49.383930,0.1852,-0.0435,-0.3838,0.428
49.391927,0.1701,-0.1103,-0.3984,0.447
49.399198,0.1400,-0.1629,-0.3335,0.397
49.407432,0.1712,-0.2418,-0.3077,0.427
49.414706,0.1587,-0.2729,-0.3087,0.442
49.422702,0.1529,-0.2896,-0.3167,0.456
49.432685,0.2183,-0.2678,-0.3334,0.480
49.439366,0.1807,-0.2150,-0.3283,0.432
49.447998,0.2341,-0.1549,-0.3893,0.480
49.459802,0.2585,-0.1234,-0.4488,0.532
49.463168,0.2949,-0.0702,-0.5355,0.615
49.473801,0.3187,-0.0049,-0.6158,0.693
49.479047,0.3252,0.0725,-0.6604,0.740
49.487621,0.3593,0.1261,-0.6095,0.719
49.496649,0.3043,0.1081,-0.5224,0.614
49.505422,0.2827,0.0545,-0.4208,0.510
49.510688,0.2607,0.0322,-0.3422,0.431
49.519395,0.2287,0.0582,-0.4161,0.478
49.527234,0.2514,0.0247,-0.5576,0.612
49.535761,0.1314,0.0096,-0.6610,0.674
49.543204,0.1187,-0.0196,-0.5996,0.612
49.552018,0.0677,-0.0510,-0.4859,0.493
